sura;aya;kemenag;transliteration_id;transcript
2;7;خَتَمَ اللّٰهُ عَلٰى قُلُوْبِهِمْ وَعَلٰى سَمْعِهِمْ ۗ وَعَلٰٓى اَبْصَارِهِمْ غِشَاوَةٌ وَّلَهُمْ عَذَابٌ عَظِيْمٌ ࣖ ;khatamallāhu 'alā qulụbihim wa 'alā sam'ihim, wa 'alā abṣārihim gisyāwatuw wa lahum 'ażābun 'aẓīm;kha ta mall llā hu 'a lā qu lụ bi him wa 'a lā sam 'i him , wa 'a lā ab ṣā ri him gi syā wa tuw wa la hum 'a żā bun 'a ẓīm
2;8;وَمِنَ النَّاسِ مَنْ يَّقُوْلُ اٰمَنَّا بِاللّٰهِ وَبِالْيَوْمِ الْاٰخِرِ وَمَا هُمْ بِمُؤْمِنِيْنَۘ;wa minan-nāsi may yaqụlu āmannā billāhi wa bil-yaumil-ākhiri wa mā hum bimu`minīn;wa mi nan nā si may ya qụ lu ā man nā bil lā hi wa bil yau mil ā khi ri wa mā hum bi mu` mi nīn
2;9;يُخٰدِعُوْنَ اللّٰهَ وَالَّذِيْنَ اٰمَنُوْا ۚ وَمَا يَخْدَعُوْنَ اِلَّآ اَنْفُسَهُمْ وَمَا يَشْعُرُوْنَۗ;yukhādi'ụnallāha wallażīna āmanụ, wa mā yakhda'ụna illā anfusahum wa mā yasy'urụn;yu khā di 'ụ nall llā ha wal la żī na ā ma nụ , wa mā yakh da 'ụ na il lā an fu sa hum wa mā yasy 'u rụn
2;10;فِيْ قُلُوْبِهِمْ مَّرَضٌۙ فَزَادَهُمُ اللّٰهُ مَرَضًاۚ وَلَهُمْ عَذَابٌ اَلِيْمٌ ۢ ەۙ بِمَا كَانُوْا يَكْذِبُوْنَ;fī qulụbihim maraḍun fa zādahumullāhu maraḍā, wa lahum 'ażābun alīmum bimā kānụ yakżibụn;fī qu lụ bi him ma ra ḍun fa zā da hu mull llā hu ma ra ḍā , wa la hum 'a żā bun a lī mum bi mā kā nụ yak żi bụn
2;11;وَاِذَا قِيْلَ لَهُمْ لَا تُفْسِدُوْا فِى الْاَرْضِۙ قَالُوْٓا اِنَّمَا نَحْنُ مُصْلِحُوْنَ;wa iżā qīla lahum lā tufsidụ fil arḍi qālū innamā naḥnu muṣliḥụn;wa i żā qī la la hum lā tuf si dụ fil ar ḍi qā lū in na mā naḥ nu muṣ li ḥụn
2;12;اَلَآ اِنَّهُمْ هُمُ الْمُفْسِدُوْنَ وَلٰكِنْ لَّا يَشْعُرُوْنَ;alā innahum humul-mufsidụna wa lākil lā yasy'urụn;a lā in na hum hu mul muf si dụ na wa lā kil lā yasy 'u rụn
2;13;وَاِذَا قِيْلَ لَهُمْ اٰمِنُوْا كَمَآ اٰمَنَ النَّاسُ قَالُوْٓا اَنُؤْمِنُ كَمَآ اٰمَنَ السُّفَهَاۤءُ ۗ اَلَآ اِنَّهُمْ هُمُ السُّفَهَاۤءُ وَلٰكِنْ لَّا يَعْلَمُوْنَ ;wa iżā qīla lahum āminụ kamā āmanan-nāsu qālū a nu`minu kamā āmanas-sufahā`, alā innahum humus-sufahā`u wa lākil lā ya'lamụn;wa i żā qī la la hum ā mi nụ ka mā ā ma nan nā su qā lū a nu` mi nu ka mā ā ma nas su fa hā` , a lā in na hum hu mus su fa hā `u wa lā kil lā ya' la mụn
2;14;وَاِذَا لَقُوا الَّذِيْنَ اٰمَنُوْا قَالُوْٓا اٰمَنَّا ۚ وَاِذَا خَلَوْا اِلٰى شَيٰطِيْنِهِمْ ۙ قَالُوْٓا اِنَّا مَعَكُمْ  ۙاِنَّمَا نَحْنُ مُسْتَهْزِءُوْنَ;wa iżā laqullażīna āmanụ qālū āmannā, wa iżā khalau ilā syayāṭīnihim qālū innā ma'akum innamā naḥnu mustahzi`ụn;wa i żā la qul la żī na ā ma nụ qā lū ā man nā , wa i żā kha lau i lā sya yā ṭī ni him qā lū in nā ma 'a kum in na mā naḥ nu mus tah zi `ụn
2;15; اَللّٰهُ يَسْتَهْزِئُ بِهِمْ وَيَمُدُّهُمْ فِيْ طُغْيَانِهِمْ يَعْمَهُوْنَ ;allāhu yastahzi`u bihim wa yamudduhum fī ṭugyānihim ya'mahụn;all llā hu yas tah zi `u bi him wa ya mud du hum fī ṭug yā ni him ya' ma hụn
2;16;اُولٰۤىِٕكَ الَّذِيْنَ اشْتَرَوُا الضَّلٰلَةَ بِالْهُدٰىۖ فَمَا رَبِحَتْ تِّجَارَتُهُمْ وَمَا كَانُوْا مُهْتَدِيْنَ;ulā`ikallażīnasytarawuḍ-ḍalālata bil-hudā fa mā rabiḥat tijāratuhum wa mā kānụ muhtadīn;u lā `i kal la żī nasy ta ra wuḍ ḍa lā la ta bil hu dā fa mā ra bi ḥat ti jā ra tu hum wa mā kā nụ muh ta dīn
2;17;مَثَلُهُمْ كَمَثَلِ الَّذِى اسْتَوْقَدَ نَارًا ۚ فَلَمَّآ اَضَاۤءَتْ مَا حَوْلَهٗ ذَهَبَ اللّٰهُ بِنُوْرِهِمْ وَتَرَكَهُمْ فِيْ ظُلُمٰتٍ لَّا يُبْصِرُوْنَ;maṡaluhum kamaṡalillażistauqada nārā, fa lammā aḍā`at mā ḥaulahụ żahaballāhu binụrihim wa tarakahum fī ẓulumātil lā yubṣirụn;ma ṡa lu hum ka ma ṡa lil la żis tau qa da nā rā , fa lam mā a ḍā `at mā ḥau la hụ ża ha ball llā hu bi nụ ri him wa ta ra ka hum fī ẓu lu mā til lā yub ṣi rụn
2;18;صُمٌّ ۢ بُكْمٌ عُمْيٌ فَهُمْ لَا يَرْجِعُوْنَۙ;ṣummum bukmun 'umyun fa hum lā yarji'ụn;ṣum mum buk mun 'um yun fa hum lā yar ji 'ụn
2;19;اَوْ كَصَيِّبٍ مِّنَ السَّمَاۤءِ فِيْهِ ظُلُمٰتٌ وَّرَعْدٌ وَّبَرْقٌۚ يَجْعَلُوْنَ اَصَابِعَهُمْ فِيْٓ اٰذَانِهِمْ مِّنَ الصَّوَاعِقِ حَذَرَ الْمَوْتِۗ وَاللّٰهُ مُحِيْطٌۢ بِالْكٰفِرِيْنَ;au kaṣayyibim minas-samā`i fīhi ẓulumātuw wa ra'duw wa barq, yaj'alụna aṣābi'ahum fī āżānihim minaṣ-ṣawā'iqi ḥażaral-maụt, wallāhu muḥīṭum bil-kāfirīn;au ka ṣay yi bim mi nas sa mā `i fī hi ẓu lu mā tuw wa ra' duw wa barq , yaj 'a lụ na a ṣā bi 'a hum fī ā żā ni him mi naṣ ṣa wā 'i qi ḥa ża ral maụt , wall llā hu mu ḥī ṭum bil kā fi rīn
2;20;يَكَادُ الْبَرْقُ يَخْطَفُ اَبْصَارَهُمْ ۗ كُلَّمَآ اَضَاۤءَ لَهُمْ مَّشَوْا فِيْهِ ۙ وَاِذَآ اَظْلَمَ عَلَيْهِمْ قَامُوْا ۗوَلَوْ شَاۤءَ اللّٰهُ لَذَهَبَ بِسَمْعِهِمْ وَاَبْصَارِهِمْ ۗ اِنَّ اللّٰهَ عَلٰى كُلِّ شَيْءٍ قَدِيْرٌ ࣖ;yakādul-barqu yakhṭafu abṣārahum, kullamā aḍā`a lahum masyau fīhi wa iżā aẓlama 'alaihim qāmụ, walau syā`allāhu lażahaba bisam'ihim wa abṣārihim, innallāha 'alā kulli syai`ing qadīr;ya kā dul bar qu yakh ṭa fu ab ṣā ra hum , kul la mā a ḍā `a la hum ma syau fī hi wa i żā aẓ la ma 'a lai him qā mụ , wa lau syā `all llā hu la ża ha ba bi sam 'i him wa ab ṣā ri him , in nall llā ha 'a lā kul li syai `ing qa dīr
2;21; يٰٓاَيُّهَا النَّاسُ اعْبُدُوْا رَبَّكُمُ الَّذِيْ خَلَقَكُمْ وَالَّذِيْنَ مِنْ قَبْلِكُمْ لَعَلَّكُمْ تَتَّقُوْنَۙ;yā ayyuhan-nāsu'budụ rabbakumullażī khalaqakum wallażīna ming qablikum la'allakum tattaqụn;yā ay yu han nā su' bu dụ rab ba ku mul la żī kha la qa kum wal la żī na ming qab li kum la 'al la kum tat ta qụn
2;22; الَّذِيْ جَعَلَ لَكُمُ الْاَرْضَ فِرَاشًا وَّالسَّمَاۤءَ بِنَاۤءً  ۖوَّاَنْزَلَ مِنَ السَّمَاۤءِ مَاۤءً فَاَخْرَجَ بِهٖ مِنَ الثَّمَرٰتِ رِزْقًا لَّكُمْ ۚ فَلَا تَجْعَلُوْا لِلّٰهِ اَنْدَادًا وَّاَنْتُمْ تَعْلَمُوْنَ ;allażī ja'ala lakumul-arḍa firāsyaw was-samā`a binā`aw wa anzala minas-samā`i mā`an fa akhraja bihī minaṡ-ṡamarāti rizqal lakum, fa lā taj'alụ lillāhi andādaw wa antum ta'lamụn;al la żī ja 'a la la ku mul ar ḍa fi rā syaw was sa mā `a bi nā `aw wa an za la mi nas sa mā `i mā `an fa akh ra ja bi hī mi naṡ ṡa ma rā ti riz qal la kum , fa lā taj 'a lụ lil lā hi an dā daw wa an tum ta' la mụn
2;23;وَاِنْ كُنْتُمْ فِيْ رَيْبٍ مِّمَّا نَزَّلْنَا عَلٰى عَبْدِنَا فَأْتُوْا بِسُوْرَةٍ مِّنْ مِّثْلِهٖ ۖ وَادْعُوْا شُهَدَاۤءَكُمْ مِّنْ دُوْنِ اللّٰهِ اِنْ كُنْتُمْ صٰدِقِيْنَ ;wa ing kuntum fī raibim mimmā nazzalnā 'alā 'abdinā fa`tụ bisụratim mim miṡlihī wad'ụ syuhadā`akum min dụnillāhi ing kuntum ṣādiqīn;wa ing kun tum fī rai bim mim mā naz zal nā 'a lā 'ab di nā fa` tụ bi sụ ra tim mim miṡ li hī wad 'ụ syu ha dā `a kum min dụ nil lā hi ing kun tum ṣā di qīn
2;24;فَاِنْ لَّمْ تَفْعَلُوْا وَلَنْ تَفْعَلُوْا فَاتَّقُوا النَّارَ الَّتِيْ وَقُوْدُهَا النَّاسُ وَالْحِجَارَةُ ۖ اُعِدَّتْ لِلْكٰفِرِيْنَ;fa il lam taf'alụ wa lan taf'alụ fattaqun-nārallatī waqụduhan-nāsu wal-ḥijāratu u'iddat lil-kāfirīn;fa il lam taf 'a lụ wa lan taf 'a lụ fat ta qun nā ral la tī wa qụ du han nā su wal ḥi jā ra tu u 'id dat lil kā fi rīn
2;25;وَبَشِّرِ الَّذِيْنَ اٰمَنُوْا وَعَمِلُوا الصّٰلِحٰتِ اَنَّ لَهُمْ جَنّٰتٍ تَجْرِيْ مِنْ تَحْتِهَا الْاَنْهٰرُ ۗ كُلَّمَا رُزِقُوْا مِنْهَا مِنْ ثَمَرَةٍ رِّزْقًا ۙ قَالُوْا هٰذَا الَّذِيْ رُزِقْنَا مِنْ قَبْلُ  وَاُتُوْا بِهٖ مُتَشَابِهًا ۗوَلَهُمْ فِيْهَآ اَزْوَاجٌ مُّطَهَّرَةٌ  وَّهُمْ فِيْهَا خٰلِدُوْنَ;wa basysyirillażīna āmanụ wa 'amiluṣ-ṣāliḥāti anna lahum jannātin tajrī min taḥtihal-an-hār, kullamā ruziqụ min-hā min ṡamaratir rizqang qālụ hāżallażī ruziqnā ming qablu wa utụ bihī mutasyābihā, wa lahum fīhā azwājum muṭahharatuw wa hum fīhā khālidụn;wa basy syi ril la żī na ā ma nụ wa 'a mi luṣ ṣā li ḥā ti an na la hum jan nā tin taj rī min taḥ ti hal an hār , kul la mā ru zi qụ min hā min ṡa ma ra tir riz qang qā lụ hā żal la żī ru ziq nā ming qab lu wa u tụ bi hī mu ta syā bi hā , wa la hum fī hā az wā jum mu ṭah ha ra tuw wa hum fī hā khā li dụn
2;26;۞ اِنَّ اللّٰهَ لَا يَسْتَحْيٖٓ اَنْ يَّضْرِبَ مَثَلًا مَّا بَعُوْضَةً فَمَا فَوْقَهَا ۗ فَاَمَّا الَّذِيْنَ اٰمَنُوْا فَيَعْلَمُوْنَ اَنَّهُ الْحَقُّ مِنْ رَّبِّهِمْ ۚ وَاَمَّا الَّذِيْنَ كَفَرُوْا فَيَقُوْلُوْنَ مَاذَآ اَرَادَ اللّٰهُ بِهٰذَا مَثَلًا ۘ يُضِلُّ بِهٖ كَثِيْرًا وَّيَهْدِيْ بِهٖ كَثِيْرًا ۗ وَمَا يُضِلُّ بِهٖٓ اِلَّا الْفٰسِقِيْنَۙ;innallāha lā yastaḥyī ay yaḍriba maṡalam mā ba'ụḍatan fa mā fauqahā, fa ammallażīna āmanụ fa ya'lamụna annahul-ḥaqqu mir rabbihim, wa ammallażīna kafarụ fa yaqụlụna māżā arādallāhu bihāżā maṡalā, yuḍillu bihī kaṡīraw wa yahdī bihī kaṡīrā, wa mā yuḍillu bihī illal-fāsiqīn;in nall llā ha lā yas taḥ yī ay yaḍ ri ba ma ṡa lam mā ba 'ụ ḍa tan fa mā fau qa hā , fa am mal la żī na ā ma nụ fa ya' la mụ na an na hul ḥaq qu mir rab bi him , wa am mal la żī na ka fa rụ fa ya qụ lụ na mā żā a rā dall llā hu bi hā żā ma ṡa lā , yu ḍil lu bi hī ka ṡī raw wa yah dī bi hī ka ṡī rā , wa mā yu ḍil lu bi hī il lal fā si qīn
2;27;الَّذِيْنَ يَنْقُضُوْنَ عَهْدَ اللّٰهِ مِنْۢ بَعْدِ مِيْثَاقِهٖۖ وَيَقْطَعُوْنَ مَآ اَمَرَ اللّٰهُ بِهٖٓ اَنْ يُّوْصَلَ وَيُفْسِدُوْنَ فِى الْاَرْضِۗ  اُولٰۤىِٕكَ هُمُ الْخٰسِرُوْنَ ;allażīna yangquḍụna 'ahdallāhi mim ba'di mīṡāqihī wa yaqṭa'ụna mā amarallāhu bihī ay yụṣala wa yufsidụna fil-arḍ, ulā`ika humul-khāsirụn;al la żī na yang qu ḍụ na 'ah dall llā hi mim ba' di mī ṡā qi hī wa yaq ṭa 'ụ na mā a ma rall llā hu bi hī ay yụ ṣa la wa yuf si dụ na fil arḍ , u lā `i ka hu mul khā si rụn
2;28;كَيْفَ تَكْفُرُوْنَ بِاللّٰهِ وَكُنْتُمْ اَمْوَاتًا فَاَحْيَاكُمْۚ  ثُمَّ يُمِيْتُكُمْ ثُمَّ يُحْيِيْكُمْ ثُمَّ اِلَيْهِ تُرْجَعُوْنَ ;kaifa takfurụna billāhi wa kuntum amwātan fa aḥyākum, ṡumma yumītukum ṡumma yuḥyīkum ṡumma ilaihi turja'ụn;kai fa tak fu rụ na bil lā hi wa kun tum am wā tan fa aḥ yā kum , ṡum ma yu mī tu kum ṡum ma yuḥ yī kum ṡum ma i lai hi tur ja 'ụn
2;29;هُوَ الَّذِيْ خَلَقَ لَكُمْ مَّا فِى الْاَرْضِ جَمِيْعًا ثُمَّ اسْتَوٰٓى اِلَى السَّمَاۤءِ فَسَوّٰىهُنَّ سَبْعَ سَمٰوٰتٍ ۗ وَهُوَ بِكُلِّ شَيْءٍ عَلِيْمٌ ࣖ;huwallażī khalaqa lakum mā fil-arḍi jamī'an ṡummastawā ilas-samā`i fa sawwāhunna sab'a samāwāt, wa huwa bikulli syai`in 'alīm;hu wal la żī kha la qa la kum mā fil ar ḍi ja mī 'an ṡum mas ta wā i las sa mā `i fa saw wā hun na sab 'a sa mā wāt , wa hu wa bi kul li syai `in 'a līm
2;30;وَاِذْ قَالَ رَبُّكَ لِلْمَلٰۤىِٕكَةِ ِانِّيْ جَاعِلٌ فِى الْاَرْضِ خَلِيْفَةً ۗ قَالُوْٓا اَتَجْعَلُ فِيْهَا مَنْ يُّفْسِدُ فِيْهَا وَيَسْفِكُ الدِّمَاۤءَۚ وَنَحْنُ نُسَبِّحُ بِحَمْدِكَ وَنُقَدِّسُ لَكَ ۗ قَالَ اِنِّيْٓ اَعْلَمُ مَا لَا تَعْلَمُوْنَ;wa iż qāla rabbuka lil-malā`ikati innī jā'ilun fil-arḍi khalīfah, qālū a taj'alu fīhā may yufsidu fīhā wa yasfikud-dimā`, wa naḥnu nusabbiḥu biḥamdika wa nuqaddisu lak, qāla innī a'lamu mā lā ta'lamụn;wa iż qā la rab bu ka lil ma lā `i ka ti in nī jā 'i lun fil ar ḍi kha lī fah , qā lū a taj 'a lu fī hā may yuf si du fī hā wa yas fi kud di mā` , wa naḥ nu nu sab bi ḥu bi ḥam di ka wa nu qad di su lak , qā la in nī a' la mu mā lā ta' la mụn
2;31;وَعَلَّمَ اٰدَمَ الْاَسْمَاۤءَ كُلَّهَا ثُمَّ عَرَضَهُمْ عَلَى الْمَلٰۤىِٕكَةِ فَقَالَ اَنْۢبِـُٔوْنِيْ بِاَسْمَاۤءِ هٰٓؤُلَاۤءِ اِنْ كُنْتُمْ صٰدِقِيْنَ;wa 'allama ādamal-asmā`a kullahā ṡumma 'araḍahum 'alal-malā`ikati fa qāla ambi`ụnī bi`asmā`i hā`ulā`i ing kuntum ṣādiqīn;wa 'al la ma ā da mal as mā `a kul la hā ṡum ma 'a ra ḍa hum 'a lal ma lā `i ka ti fa qā la am bi `ụ nī bi `as mā `i hā `u lā `i ing kun tum ṣā di qīn
2;32;قَالُوْا سُبْحٰنَكَ لَا عِلْمَ لَنَآ اِلَّا مَا عَلَّمْتَنَا ۗاِنَّكَ اَنْتَ الْعَلِيْمُ الْحَكِيْمُ ;qālụ sub-ḥānaka lā 'ilma lanā illā mā 'allamtanā, innaka antal-'alīmul-ḥakīm;qā lụ sub ḥā na ka lā 'il ma la nā il lā mā 'al lam ta nā , in na ka an tal 'a lī mul ḥa kīm
2;33;قَالَ يٰٓاٰدَمُ اَنْۢبِئْهُمْ بِاَسْمَاۤىِٕهِمْ ۚ فَلَمَّآ اَنْۢبَاَهُمْ بِاَسْمَاۤىِٕهِمْۙ قَالَ اَلَمْ اَقُلْ لَّكُمْ اِنِّيْٓ اَعْلَمُ غَيْبَ السَّمٰوٰتِ وَالْاَرْضِۙ وَاَعْلَمُ مَا تُبْدُوْنَ وَمَا كُنْتُمْ تَكْتُمُوْنَ ;qāla yā ādamu ambi`hum bi`asmā`ihim, fa lammā amba`ahum bi`asmā`ihim qāla a lam aqul lakum innī a'lamu gaibas-samāwāti wal-arḍi wa a'lamu mā tubdụna wa mā kuntum taktumụn;qā la yā ā da mu am bi` hum bi `as mā `i him , fa lam mā am ba `a hum bi `as mā `i him qā la a lam a qul la kum in nī a' la mu gai bas sa mā wā ti wal ar ḍi wa a' la mu mā tub dụ na wa mā kun tum tak tu mụn
2;34;وَاِذْ قُلْنَا لِلْمَلٰۤىِٕكَةِ اسْجُدُوْا لِاٰدَمَ فَسَجَدُوْٓا اِلَّآ اِبْلِيْسَۗ  اَبٰى وَاسْتَكْبَرَۖ وَكَانَ مِنَ الْكٰفِرِيْنَ;wa iż qulnā lil-malā`ikatisjudụ li`ādama fa sajadū illā iblīs, abā wastakbara wa kāna minal-kāfirīn;wa iż qul nā lil ma lā `i ka tis ju dụ li `ā da ma fa sa ja dū il lā ib līs , a bā was tak ba ra wa kā na mi nal kā fi rīn
2;35;وَقُلْنَا يٰٓاٰدَمُ اسْكُنْ اَنْتَ وَزَوْجُكَ الْجَنَّةَ وَكُلَا مِنْهَا رَغَدًا حَيْثُ شِئْتُمَاۖ وَلَا تَقْرَبَا هٰذِهِ الشَّجَرَةَ فَتَكُوْنَا مِنَ الظّٰلِمِيْنَ ;wa qulnā yā ādamuskun anta wa zaujukal-jannata wa kulā min-hā ragadan ḥaiṡu syi`tumā wa lā taqrabā hāżihisy-syajarata fa takụnā minaẓ-ẓālimīn;wa qul nā yā ā da mus kun an ta wa zau ju kal jan na ta wa ku lā min hā ra ga dan ḥai ṡu syi` tu mā wa lā taq ra bā hā żi hisy sya ja ra ta fa ta kụ nā mi naẓ ẓā li mīn
2;36;فَاَزَلَّهُمَا الشَّيْطٰنُ عَنْهَا فَاَخْرَجَهُمَا مِمَّا كَانَا فِيْهِ ۖ وَقُلْنَا اهْبِطُوْا بَعْضُكُمْ لِبَعْضٍ عَدُوٌّ ۚ وَلَكُمْ فِى الْاَرْضِ مُسْتَقَرٌّ وَّمَتَاعٌ اِلٰى حِيْنٍ;fa azallahumasy-syaiṭānu 'an-hā fa akhrajahumā mimmā kānā fīhi wa qulnahbiṭụ ba'ḍukum liba'ḍin 'aduww, wa lakum fil-arḍi mustaqarruw wa matā'un ilā ḥīn;fa a zal la hu masy syai ṭā nu 'an hā fa akh ra ja hu mā mim mā kā nā fī hi wa qul nah bi ṭụ ba' ḍu kum li ba' ḍin 'a duww , wa la kum fil ar ḍi mus ta qar ruw wa ma tā 'un i lā ḥīn
2;37;فَتَلَقّٰٓى اٰدَمُ مِنْ رَّبِّهٖ كَلِمٰتٍ فَتَابَ عَلَيْهِ ۗ اِنَّهٗ هُوَ التَّوَّابُ الرَّحِيْمُ ;fa talaqqā ādamu mir rabbihī kalimātin fa tāba 'alaīh, innahụ huwat-tawwābur-raḥīm;fa ta laq qā ā da mu mir rab bi hī ka li mā tin fa tā ba 'a laīh , in na hụ hu wat taw wā bur ra ḥīm
2;38;قُلْنَا اهْبِطُوْا مِنْهَا جَمِيْعًا ۚ فَاِمَّا يَأْتِيَنَّكُمْ مِّنِّيْ هُدًى فَمَنْ تَبِعَ هُدَايَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُوْنَ;qulnahbiṭụ min-hā jamī'ā, fa immā ya`tiyannakum minnī hudan fa man tabi'a hudāya fa lā khaufun 'alaihim wa lā hum yaḥzanụn;qul nah bi ṭụ min hā ja mī 'ā , fa im mā ya` ti yan na kum min nī hu dan fa man ta bi 'a hu dā ya fa lā khau fun 'a lai him wa lā hum yaḥ za nụn
2;39;وَالَّذِيْنَ كَفَرُوْا وَكَذَّبُوْا بِاٰيٰتِنَآ اُولٰۤىِٕكَ اَصْحٰبُ النَّارِ ۚ هُمْ فِيْهَا خٰلِدُوْنَ ࣖ;wallażīna kafarụ wa każżabụ bi`āyātinā ulā`ika aṣ-ḥābun-nār, hum fīhā khālidụn;wal la żī na ka fa rụ wa każ ża bụ bi `ā yā ti nā u lā `i ka aṣ ḥā bun nār , hum fī hā khā li dụn
2;40;يٰبَنِيْٓ اِسْرَاۤءِيْلَ اذْكُرُوْا نِعْمَتِيَ الَّتِيْٓ اَنْعَمْتُ عَلَيْكُمْ وَاَوْفُوْا بِعَهْدِيْٓ اُوْفِ بِعَهْدِكُمْۚ وَاِيَّايَ فَارْهَبُوْنِ;yā banī isrā`īlażkurụ ni'matiyallatī an'amtu 'alaikum wa aufụ bi'ahdī ụfi bi'ahdikum, wa iyyāya far-habụn;yā ba nī is rā `ī laż ku rụ ni' ma ti yal la tī an 'am tu 'a lai kum wa au fụ bi 'ah dī ụ fi bi 'ah di kum , wa iy yā ya far ha bụn
2;41;وَاٰمِنُوْا بِمَآ اَنْزَلْتُ مُصَدِّقًا لِّمَا مَعَكُمْ وَلَا تَكُوْنُوْٓا اَوَّلَ كَافِرٍۢ بِهٖ ۖ وَلَا تَشْتَرُوْا بِاٰيٰتِيْ ثَمَنًا قَلِيْلًا  ۖوَّاِيَّايَ فَاتَّقُوْنِ ;wa āminụ bimā anzaltu muṣaddiqal limā ma'akum wa lā takụnū awwala kāfirim bihī wa lā tasytarụ bi`āyātī ṡamanang qalīlaw wa iyyāya fattaqụn;wa ā mi nụ bi mā an zal tu mu ṣad di qal li mā ma 'a kum wa lā ta kụ nū aw wa la kā fi rim bi hī wa lā tasy ta rụ bi `ā yā tī ṡa ma nang qa lī law wa iy yā ya fat ta qụn
2;42;وَلَا تَلْبِسُوا الْحَقَّ بِالْبَاطِلِ وَتَكْتُمُوا الْحَقَّ وَاَنْتُمْ تَعْلَمُوْنَ ;wa lā talbisul-ḥaqqa bil-bāṭili wa taktumul-ḥaqqa wa antum ta'lamụn;wa lā tal bi sul ḥaq qa bil bā ṭi li wa tak tu mul ḥaq qa wa an tum ta' la mụn
2;43;وَاَقِيْمُوا الصَّلٰوةَ وَاٰتُوا الزَّكٰوةَ وَارْكَعُوْا مَعَ الرَّاكِعِيْنَ;wa aqīmuṣ-ṣalāta wa ātuz-zakāta warka'ụ ma'ar-rāki'īn;wa a qī muṣ ṣa lā ta wa ā tuz za kā ta war ka 'ụ ma 'ar rā ki 'īn
